epoch,model_name,timestamp,learning_rate,training_time_seconds,train_segmentation_loss,train_segmentation_accuracy,train_segmentation_miou,val_segmentation_loss,val_segmentation_accuracy,val_segmentation_miou,train_background_precision,train_background_recall,train_background_f1,train_background_iou,train_face_precision,train_face_recall,train_face_f1,train_face_iou,val_background_precision,val_background_recall,val_background_f1,val_background_iou,val_face_precision,val_face_recall,val_face_f1,val_face_iou,train_race_loss,train_race_accuracy,train_race_weighted_f1,train_race_macro_f1,val_race_loss,val_race_accuracy,val_race_weighted_f1,val_race_macro_f1,train_white_precision,train_white_recall,train_white_f1,train_white_iou,train_white_support,val_white_precision,val_white_recall,val_white_f1,val_white_iou,val_white_support,train_black_precision,train_black_recall,train_black_f1,train_black_iou,train_black_support,val_black_precision,val_black_recall,val_black_f1,val_black_iou,val_black_support,train_asian_precision,train_asian_recall,train_asian_f1,train_asian_iou,train_asian_support,val_asian_precision,val_asian_recall,val_asian_f1,val_asian_iou,val_asian_support,train_indian_precision,train_indian_recall,train_indian_f1,train_indian_iou,train_indian_support,val_indian_precision,val_indian_recall,val_indian_f1,val_indian_iou,val_indian_support,train_others_precision,train_others_recall,train_others_f1,train_others_iou,train_others_support,val_others_precision,val_others_recall,val_others_f1,val_others_iou,val_others_support
1,DeepLabV3+,2025-07-04 02:43:53,3.9999999999999996e-05,112.10764670372009,0.3024838617028192,0.8693448008240907,0.7423688771153457,0.255225511202956,0.8893724050081322,0.7738358887953258,0.7728932196720292,0.8183537653878765,0.7949740583971628,0.6597153753036865,0.9163655638795833,0.8922032955014483,0.9041229771600403,0.8250223789270049,0.8236900818256305,0.8175197197108743,0.8205932515911509,0.6957678828660374,0.9184911045184775,0.9215747643092204,0.9200303005505918,0.8519038947246141,1.4824358446653498,0.383615221987315,0.32005788140687,0.20441627684504135,1.4339619977291664,0.462138789284961,0.35718489941106746,0.22341929682816822,0.46505729029594106,0.6608252547767732,0.5459212000301558,0.37544132184454565,8046,0.48370019502692396,0.8611111110683972,0.6194468763066273,0.44869475315459567,2016,0.2846689895420789,0.452380952368428,0.34944392178581585,0.2117128789814497,3612,0.41804073710785244,0.4762430938700284,0.44524788405009386,0.28637873752249976,905,0.15384615325443787,0.0014593214154885327,0.0028912160637103853,0.0014477017733822764,2741,0.0,0.0,0.0,0.0,687,0.17606042997233814,0.09549322407514992,0.1238250463455248,0.06599869309374867,3173,0.1983471072740933,0.030188679241485702,0.05240172378411979,0.02690582959339621,795,0.0,0.0,0.0,0.0,1348,0.0,0.0,0.0,0.0,338
2,DeepLabV3+,2025-07-04 02:45:37,4.000142562380119e-05,103.61130714416504,0.2500962370703387,0.8888396805487022,0.7723325594625612,0.24665402844029624,0.8912062147100674,0.7755691459494343,0.826705898475311,0.8108899171340288,0.8187214820445102,0.6930808901085109,0.9159324008603876,0.9237889499877945,0.9198438496877009,0.8515842288166114,0.837234410595874,0.8049442233028036,0.8207718057090095,0.6960246493859814,0.9140668198011712,0.9298664210730175,0.9218988816018187,0.8551136425128872,1.4688366388165675,0.4078752642706131,0.3128767078590093,0.18889755001515043,1.4325184722510955,0.4672010124446319,0.3469093421931423,0.210775684968109,0.4505311845020558,0.7752767068676125,0.5698875117817435,0.39849143441320317,8041,0.47243688818978785,0.9097222221770971,0.6219056857398688,0.4512795275479508,2016,0.3014364173996317,0.3951813901856776,0.342001149219635,0.2062734894448356,3611,0.4435389987842213,0.4209944750916028,0.43197273910067635,0.2754880693943971,905,0.190476189569161,0.001457725947468742,0.002893307714763915,0.0014487504526820446,2744,0.0,0.0,0.0,0.0,687,0.15853658531751932,0.016388276078903617,0.029705781359609825,0.015076833864451238,3173,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1351,0.0,0.0,0.0,0.0,338
3,DeepLabV3+,2025-07-04 02:47:20,4.000570248673628e-05,101.53222823143005,0.24541540270627932,0.8900102522610106,0.77433143950316,0.2444042134381779,0.8913500451307411,0.7745895212500513,0.8292174583790644,0.8118806422931774,0.8204574259282449,0.6955726132590601,0.9164468328880081,0.9250367569459959,0.9207217103123732,0.8530902657472598,0.8461364805632349,0.7931490353215939,0.818786338153642,0.6931738509052044,0.9098260006907487,0.9353609848544447,0.9224167573239129,0.8560051915948983,1.4641039440798205,0.4147463002114165,0.31381895370515794,0.18764324107885424,1.4336219052427606,0.46045138156507065,0.3298145636467851,0.1941479603393979,0.45239273343852127,0.795031055890745,0.5766544566279208,0.4051402164942385,8050,0.45361065668488876,0.9627976189998612,0.616679861128382,0.4457969682947681,2016,0.3067789291816326,0.3936288088533621,0.344819169396681,0.20832722474405033,3610,0.5238095236961451,0.26740331488757973,0.35405994056860746,0.2151111110919901,905,0.30769230650887575,0.0029175784098133635,0.005780344959425397,0.0028985507245326615,2742,0.0,0.0,0.0,0.0,687,0.15652173899432892,0.0056800252443774055,0.010962234410244041,0.005511328842452195,3169,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1349,0.0,0.0,0.0,0.0,338
4,DeepLabV3+,2025-07-04 02:49:04,4.001283056340047e-05,103.65658235549927,0.24202334863501926,0.8912064018007565,0.776317475908916,0.24114210385042664,0.8925315761988587,0.7766826955272924,0.832272580919201,0.8122127351755161,0.8221202605314388,0.6979662845614799,0.9167142296455469,0.9266195409071198,0.9216402217602617,0.8546686672563522,0.848521637628205,0.794589045535043,0.820670164261031,0.6958784761426497,0.9104903497366033,0.9364266728155807,0.9232763489206881,0.8574869149119351,1.462614386580711,0.4186046511627907,0.31131920283659087,0.18370564855226207,1.4314582502758972,0.4598186036701118,0.3288984892161509,0.1933264254298464,0.44928226409654204,0.8208825357262787,0.5807245409786701,0.409169764557564,8045,0.4528917910342143,0.9632936507458684,0.6161167077441192,0.44520861988892235,2016,0.31270823416676086,0.3640897755510089,0.3364485484104153,0.20224719100812302,3609,0.5253863133498043,0.2629834253853057,0.3505154194051128,0.21249999998102678,905,0.19999999600000007,0.0003645643455937089,0.0007278016745540113,0.00036403349106792747,2743,0.0,0.0,0.0,0.0,687,0.07142857091836735,0.00031505986136373475,0.0006273516976707986,0.00031377470974854803,3174,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1349,0.0,0.0,0.0,0.0,338
5,DeepLabV3+,2025-07-04 02:50:48,4.002280981145207e-05,102.2056348323822,0.23923749684594398,0.8922135536564832,0.7779285520193134,0.2390948988652838,0.8926474348549802,0.7765664838062409,0.8352469119089505,0.8118925616228668,0.823404119231123,0.6998190437883475,0.9167269202206907,0.928216411814549,0.9224358402819569,0.8560380602502794,0.8510702852175702,0.7916437142776789,0.8202820465326496,0.6953205457090994,0.9094540898308614,0.9379144709764696,0.9234650014776454,0.8578124219033826,1.4537335925324018,0.4271141649048626,0.32230679121112327,0.1939389099010634,1.4321292121559728,0.4302889685720312,0.2685095876429672,0.13426864418576975,0.4623299992770934,0.7990299713866555,0.5857415890756328,0.4141687616810793,8041,0.42851036545354754,0.9945436507443183,0.59895440150738,0.42750533048128986,2016,0.32974696153955474,0.45768805308468785,0.38332363399782754,0.23710601718858015,3616,0.5645161281217481,0.038674033144897896,0.07238881942146881,0.03755364806464017,905,0.0,0.0,0.0,0.0,2739,0.0,0.0,0.0,0.0,687,0.3333333222222226,0.0003149606299113398,0.0006293264318567301,0.0003147623544125036,3175,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1349,0.0,0.0,0.0,0.0,338
6,DeepLabV3+,2025-07-04 02:52:36,4.003564017161353e-05,108.19397449493408,0.236764969174252,0.8931122172962536,0.7795054802459135,0.2387459039204082,0.8918746726167426,0.7748203732723048,0.8371678759054797,0.8127834037867577,0.8247954019667006,0.7018313989070268,0.9171488073662997,0.9291252960025027,0.9230981568909838,0.8571795615848001,0.8521843675876544,0.7871514523215122,0.8183779229695395,0.6925886231936792,0.9077619224754305,0.9388086842429266,0.9230242556587572,0.8570521233509304,1.4564383903215097,0.4299154334038055,0.31184238317017415,0.18119155408867124,1.4299699059771827,0.43956971103142795,0.2876567173180438,0.15316891214169476,0.4470781062822475,0.8819798532411146,0.593373449324771,0.42184154175337946,8041,0.43383947938321393,0.9920634920142826,0.6036824206693763,0.4323389537303861,2016,0.34096858637627725,0.2885627249989321,0.31258432111858525,0.1852444444411512,3611,0.6412213735563196,0.09281767954775495,0.16216214003909754,0.08823529410837865,905,0.0,0.0,0.0,0.0,2740,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,3176,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1352,0.0,0.0,0.0,0.0,338
7,DeepLabV3+,2025-07-04 02:54:21,4.005132156767108e-05,104.31902432441711,0.23423910210298937,0.8942005875246721,0.7815358923205358,0.23995818557291185,0.8918331381993514,0.7757804688369407,0.8386176854636009,0.8150939057656601,0.8266884346455534,0.7045771509184992,0.9181225979930714,0.9296700120268572,0.9238601733731728,0.8584946337225724,0.8447317814822849,0.7969713828740518,0.8201568098965197,0.6951405928018943,0.9112569479055047,0.9343475176728463,0.9226577384097795,0.856420344871987,1.452250390551811,0.4336680761099366,0.32217540096963787,0.19153095170414286,1.4266782396077557,0.4612950854250158,0.33438209515369466,0.1989037184707012,0.4584903121605322,0.8473206514876623,0.5950145787787696,0.42350236141919273,8043,0.4573550550920615,0.9469246031276327,0.6168012484642154,0.44592384955744163,2016,0.3428712382747195,0.38482834993397486,0.36264017974194473,0.22147864881737606,3612,0.4902998235466844,0.30718232040804616,0.37771734388929074,0.23283082075101919,905,0.0,0.0,0.0,0.0,2740,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,3175,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1350,0.0,0.0,0.0,0.0,338
8,DeepLabV3+,2025-07-04 02:56:03,4.00698539064758e-05,102.65466094017029,0.23159288251122764,0.8952587329308024,0.7833340900025024,0.24325564469096278,0.8893460199516601,0.7706598942074219,0.8411868161942657,0.8156213317345626,0.8282067790519548,0.7067858471658147,0.918448199684257,0.9309627939280933,0.9246631049305318,0.8598823328391901,0.8448313275484285,0.7869904424047489,0.814885732894126,0.6876010523087905,0.9073771127832293,0.9352189204702692,0.9210876204089095,0.8537187361060532,1.4513751393140748,0.43393234672304437,0.32177516923923705,0.1909907592705466,1.426874566797314,0.44294452647120863,0.2989411008142917,0.16474712807139252,0.4571809396837242,0.852491611770194,0.5951760780969523,0.4236660079025218,8047,0.43709927038609114,0.9806547618561183,0.6046795719509505,0.43336256027107933,2016,0.34466888262989853,0.3730971491731775,0.35831999259948516,0.21826424870112915,3613,0.564220183227422,0.1359116021949269,0.21905606840601213,0.1229999999877,905,0.4999999875000003,0.0007299270072726304,0.0014577256562954722,0.0007293946024533409,2740,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,3171,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1349,0.0,0.0,0.0,0.0,338
9,DeepLabV3+,2025-07-04 02:57:45,4.009123707794367e-05,101.68370175361633,0.2286608461723771,0.8966284810362608,0.785892007552418,0.24205565853627817,0.8902504274649501,0.772961639875282,0.8430749677837008,0.8184307256627372,0.8305700291782299,0.7102350165418739,0.9196381868758943,0.9316921280394077,0.9256258660838819,0.861548998562962,0.8417343961881331,0.7948105303688697,0.81759970059792,0.6914746093311746,0.9102813694258924,0.9330239138730378,0.9215122938635946,0.8544486704193894,1.4518569000931674,0.4331395348837209,0.32017490923723885,0.18947427177652107,1.4247832469763169,0.4412571187513183,0.2945679994498535,0.16038773035012216,0.45529637216377916,0.8562197091977605,0.594477952941707,0.4229588704700862,8047,0.43546971026261044,0.9841269840781682,0.603773542355943,0.43243243242300716,2016,0.3446909667103885,0.36149584486533254,0.35289340594089835,0.21425053357060828,3610,0.583783783468225,0.11933701656139922,0.19816510939466775,0.10997963339002244,905,0.0,0.0,0.0,0.0,2738,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,3172,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1353,0.0,0.0,0.0,0.0,338
10,DeepLabV3+,2025-07-04 02:59:27,4.011547095505671e-05,101.86149835586548,0.22497478456691253,0.8982635820642838,0.7889276114128321,0.24563838071308666,0.8887511331606103,0.7694444204338573,0.8453280725265334,0.8216875634826922,0.8333401410123266,0.7142957909197063,0.9210468634236709,0.932595012300754,0.9267849155050303,0.8635594319059579,0.8447892952434566,0.7846923123578233,0.8136325341332763,0.685818384032575,0.906486549288434,0.9353873795594181,0.9207101730786276,0.8530704568351396,1.4485775052114975,0.43372093023255814,0.31888585677385156,0.18818075001995452,1.422313585911992,0.442522674541236,0.29803716608788977,0.16383844114572294,0.4519891149381107,0.86669151446308,0.5941318801624167,0.42260859029246617,8049,0.43683745582074124,0.9811507936021254,0.6045231847329336,0.43320192727916773,2016,0.35283993114306256,0.3409090908996422,0.3467718699373559,0.20975443382998374,3608,0.5633802814256431,0.13259668506822136,0.214669020995681,0.1202404809498757,905,0.0,0.0,0.0,0.0,2739,0.0,0.0,0.0,0.0,687,0.0,0.0,0.0,0.0,3173,0.0,0.0,0.0,0.0,795,0.0,0.0,0.0,0.0,1351,0.0,0.0,0.0,0.0,338
